Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
1255;VOLKSWAGEN;VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA;59.104.422/0001-50;11.595,600;16.243,191;19.173,283;14.844,881;17.772,266;17.044,528;14.557,020;16.203,322;15.373,040;16.835,321;17.147,420;16.479,195
1256;AIR LIQUIDE SP;AIR LIQUIDE BRASIL LTDA;00.331.788/0001-19;18.453,774;17.280,029;20.049,023;18.559,281;18.803,941;16.985,688;17.729,423;17.519,324;15.441,814;18.132,260;18.565,809;18.038,087
1257;PAPIRUS;PAPIRUS INDUSTRIA DE PAPEL SA;60.856.077/0001-90;4.266,315;3.872,551;4.398,208;4.066,261;4.454,278;4.225,391;4.366,590;4.219,852;4.177,090;4.471,978;4.249,620;4.204,373
1258;INPA;SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS S.A.;23.524.952/0001-00;5.998,252;5.437,071;6.023,125;5.859,467;6.060,165;5.804,012;6.034,829;6.051,045;5.656,435;5.654,528;5.784,163;5.551,430
1259;OXICAP;OXICAP INDUSTRIA DE GASES LTDA.;43.117.399/0001-06;13.085,666;11.601,180;13.362,289;12.816,300;12.704,687;13.263,589;13.636,034;13.260,024;12.611,301;13.370,486;12.941,823;13.457,108
1261;IPAPER;SYLVAMO DO BRASIL LTDA.;52.736.949/0001-58;20.416,520;18.201,170;19.407,910;18.740,823;18.826,086;17.981,494;20.462,376;29.397,421;28.882,727;22.215,929;19.719,167;19.924,948
1264;YPE-QUIMICA;QUIMICA AMPARO LTDA;43.461.789/0001-90;10.543,771;10.720,863;11.743,599;10.390,392;11.768,100;10.761,394;10.795,127;10.853,767;9.471,873;9.872,955;9.593,581;10.306,812
1269;CPTM;COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM;71.832.679/0001-23;34.059,751;31.293,899;35.123,104;31.672,340;31.054,592;29.339,527;31.115,153;31.499,798;30.051,039;33.766,429;31.886,252;34.114,792
1271;ELFUSA;ELFUSA GERAL DE ELETROFUSAO LTDA;59.752.048/0001-07;20.468,328;20.540,092;22.111,763;21.329,888;20.294,876;14.157,453;16.020,749;16.613,663;13.192,589;10.642,358;12.224,504;13.642,387
1275;EKA BAHIA;NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA BAHIA LTDA;05.869.996/0001-90;26.477,567;21.514,272;26.822,099;24.662,747;26.847,858;25.185,174;26.481,708;25.180,690;25.933,408;26.195,399;24.680,240;25.339,941
1277;FORD;FORD MOTOR COMPANY BRASIL LTDA;03.470.727/0001-20;210,950;187,350;202,029;192,767;224,052;214,205;218,821;289,147;251,384;305,084;313,173;258,423
1280;TECUMSEH;TECUMSEH DO BRASIL LTDA;45.361.425/0001-64;8.408,128;7.456,818;7.432,075;6.788,702;7.544,428;7.596,412;7.094,911;6.833,021;6.750,482;6.178,493;6.087,945;2.754,698
1283;RADICI;RADICIFIBRAS INDUSTRIA E COMERCIO LTDA;02.663.810/0001-53;1.618,137;2.394,788;2.847,684;2.610,404;2.788,860;2.579,531;2.687,698;2.685,019;2.618,651;2.838,274;2.741,390;1.501,578
1289;VISCOFAN;VISCOFAN DO BRASIL SOCIEDADE COMERCIAL E IND. LTDA.;65.019.655/0003-19;2.260,280;2.079,463;2.335,179;2.161,617;2.155,108;2.044,245;2.128,246;2.103,586;1.979,944;2.096,024;2.028,755;2.045,134
1291;ALCAN ALUMINA;RIO TINTO DO BRASIL LTDA;06.959.319/0001-25;3.865,125;3.433,484;3.152,551;3.642,548;4.354,548;4.013,510;3.914,527;4.322,387;4.298,245;4.505,107;4.414,054;4.602,665
1292;HONDA;HONDA AUTOMOVEIS DO BRASIL LTDA;01.192.333/0001-22;3.214,324;3.241,740;2.919,956;2.327,730;2.419,325;2.099,779;2.364,637;2.692,074;2.389,074;2.273,064;2.357,474;2.155,118
1298;KS PISTOES;KSPG AUTOMOTIVE BRAZIL LTDA.;57.576.274/0001-40;5.246,967;5.072,884;5.675,181;5.300,268;5.642,096;5.455,158;5.370,032;5.373,600;5.038,196;5.215,550;4.891,315;4.404,320
1300;DOHLER;DOHLER S.A.;84.683.408/0001-03;4.383,943;4.016,909;4.023,108;3.689,875;4.173,223;4.354,320;4.437,884;4.690,453;4.412,884;4.449,758;4.232,984;3.276,328
1306;DEDINI;DEDINI S/A INDUSTRIAS DE BASE;50.109.271/0014-72;3.538,276;3.278,719;3.478,365;2.809,195;3.326,527;3.182,597;3.234,311;3.803,604;3.815,984;3.547,516;3.103,676;3.354,519
1321;AIR PRODUCTS;AIR PRODUCTS BRASIL LTDA.;43.843.358/0001-99;11.643,198;11.453,336;11.211,728;8.989,487;12.129,115;11.269,390;12.132,849;11.515,711;11.458,910;12.168,518;11.740,140;11.305,686
1322;NITRIFLEX;NITRIFLEX S A INDUSTRIA E COMERCIO;42.147.496/0001-70;1.524,227;1.646,509;1.925,051;1.960,174;1.932,192;1.551,756;1.851,723;1.681,938;1.640,824;1.752,610;1.481,694;1.251,252
1323;TREIBACHER;IMERYS FUSED MINERALS SALTO LTDA.;03.625.966/0001-02;7.685,017;7.328,148;7.701,466;9.506,678;9.705,549;9.544,219;9.496,828;8.530,531;4.952,890;6.486,707;7.111,239;7.293,491
1324;SILICON;NOVA ERA SILICON S/A;19.795.665/0001-67;18.241,768;16.707,827;18.422,956;17.570,718;18.181,968;17.486,014;18.050,745;18.041,931;17.456,526;18.024,372;17.398,318;18.121,171
1327;VOITH PAPER;VOITH PAPER MAQUINAS E EQUIPAMENTOS LTDA;61.243.119/0001-80;1.158,679;1.174,039;1.546,774;1.575,144;2.004,668;2.256,546;2.447,221;2.608,682;2.533,012;2.564,854;2.404,743;2.152,493
1330;ALBRAS;ALBRAS ALUMINIO BRASILEIRO S/A;05.053.020/0003-06;612.319,899;505.211,185;468.541,486;467.893,759;519.243,417;535.928,268;586.084,476;602.123,012;590.798,478;614.973,625;596.251,261;615.622,933
1332;ARAUCO PAINEIS;ARAUCO INDUSTRIA DE PAINEIS S.A.;00.606.549/0001-24;14.150,725;10.495,744;12.016,375;12.455,280;12.413,075;11.984,345;13.201,463;12.844,792;12.932,998;8.803,920;12.565,799;12.303,801
1333;MILI 3 BARRAS;MILI S/A;78.908.266/0002-05;14.429,476;14.858,516;17.891,089;17.846,745;18.774,111;19.697,237;20.140,038;20.158,595;19.636,555;19.614,775;19.407,349;21.442,570
1347;CIMENTO ITAMBE;CIA DE CIMENTO ITAMBE;76.630.573/0001-60;22.487,975;22.744,204;23.363,026;18.538,477;24.384,863;24.250,822;25.810,604;24.516,874;20.243,641;24.270,101;23.328,404;22.161,123
1349;ALUNORTE;ALUNORTE ALUMINA DO NORTE DO BRASIL S/A;05.848.387/0001-54;85.156,829;85.724,259;138.446,739;124.428,787;135.759,615;132.177,754;152.284,475;142.462,328;142.630,993;128.351,449;152.318,507;145.500,782
1358;FIBRAPLAC;FIBRAPLAC PAINEIS DE MADEIRA LTDA;04.176.791/0001-66;11.182,278;7.176,116;6.695,314;8.326,940;7.877,918;7.333,421;4.453,004;4.563,082;3.309,019;1.747,200;1.061,503;367,060
1360;ABC PLAZA SHOP;CONDOMINIO GRAND PLAZA SHOPPING;01.993.418/0001-00;2.472,191;2.231,373;2.502,606;2.194,123;2.035,643;1.870,632;1.988,901;1.846,923;1.802,902;2.177,862;2.131,790;2.425,949
1361;BRACELL BA;BRACELL BAHIA SPECIALTY CELLULOSE S.A.;69.037.133/0001-39;3.100,237;4.260,238;5.365,322;6.461,266;6.624,920;5.613,517;19.283,879;14.446,210;6.411,767;7.773,285;7.747,638;8.004,725
1363;SCHULZ;SCHULZ S/A;84.693.183/0001-68;14.680,322;17.389,506;19.791,974;16.609,095;18.269,755;17.064,911;18.819,340;20.268,185;19.786,470;17.794,845;18.841,105;15.874,736
1364;SANTHER MATRIZ;SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A;61.101.895/0001-45;16.326,030;15.450,054;17.692,642;16.762,007;15.489,417;16.516,964;17.191,053;17.564,422;17.444,763;17.160,925;16.557,902;17.776,483
1365;PARAMOUNT STA;PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA;61.565.222/0003-08;1.978,778;2.030,974;2.450,212;2.186,673;2.068,403;1.990,132;2.002,844;2.199,512;1.957,814;2.043,606;1.977,558;1.672,644
1367;ALTONA;ELECTRO ACO ALTONA S A;82.643.537/0001-34;3.583,672;3.526,891;3.779,414;3.465,022;3.779,456;3.538,156;3.378,953;3.745,758;3.298,305;3.360,521;3.226,129;2.693,134
1368;PLAST CREME EI;PLASTICOS CREMER SA;82.726.316/0001-20;246,615;236,211;255,776;233,632;248,763;243,661;254,609;253,584;234,608;215,099;227,947;218,300
1372;BOSCH;ROBERT BOSCH LIMITADA;45.990.181/0001-89;5.081,761;4.898,984;5.485,267;4.909,726;4.883,064;4.325,675;4.766,279;4.994,676;4.666,257;4.858,620;4.344,602;4.006,796
1373;CREMER;CREMER S.A.;82.641.325/0001-18;3.775,412;3.467,898;3.772,501;3.181,486;3.500,287;3.261,988;3.544,207;3.517,390;3.153,860;3.303,976;3.200,855;3.353,577
1374;SAMA;SAMA S.A. - MINERACOES ASSOCIADAS EM RECUPERACAO JUDICIAL;15.104.599/0001-80;4.334,664;4.621,040;5.241,702;4.658,585;4.966,664;5.061,414;5.027,812;4.826,652;4.614,417;4.712,838;4.551,678;4.530,226
1377;SG CANALIZACAO BARRA MANSA;SAINT-GOBAIN CANALIZACAO LTDA;28.672.087/0001-62;6.075,290;6.243,425;6.982,977;6.697,540;6.670,944;6.480,918;6.450,179;6.786,560;6.348,526;6.172,564;6.573,140;1.880,719
1380;PARAMOUNT SUL;PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO SA;61.565.222/0013-80;1.922,752;1.880,800;2.111,089;1.860,016;1.925,223;1.783,222;1.706,074;1.834,512;1.761,164;1.965,409;1.819,808;1.510,987
1382;INDUPA;UNIPAR INDUPA DO BRASIL S.A.;61.460.325/0001-41;56.637,791;56.878,047;59.879,401;51.834,071;54.664,716;58.681,032;61.080,623;59.950,673;57.987,214;36.742,126;55.156,575;50.241,339
1383;KLABIN;KLABIN S.A.;89.637.490/0001-45;7.201,569;6.331,455;6.939,419;6.697,788;6.993,118;7.004,588;6.926,299;6.998,766;6.771,599;7.034,249;6.814,090;7.086,501
1384;KIMBERLY CLARK;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0001-21;19.219,114;17.037,208;19.222,097;17.815,753;19.812,289;19.249,018;20.145,070;17.582,871;17.284,631;17.628,114;18.380,203;13.902,485
1389;MMCOFAP;MARELLI COFAP DO BRASIL LTDA.;02.865.246/0001-51;2.810,645;2.776,215;3.006,715;2.755,424;2.985,130;2.828,410;2.906,838;2.979,287;2.737,801;2.803,412;2.669,582;2.475,731
1395;SUZANO MUCURI CARGA;SUZANO S.A.;16.404.287/0001-55;45,508;374,527;13,592;127,529;35,303;394,963;121,824;215,062;503,885;276,101;519,043;403,734
1400;GM CONVENCIONAL SE;GENERAL MOTORS DO BRASIL LTDA;59.275.792/0001-50;16.954,530;19.302,461;21.397,318;18.600,124;20.418,363;17.816,073;17.319,689;20.180,148;18.742,941;19.151,811;18.607,729;15.306,958
1401;OBER;OBER SA INDUSTRIA E COMERCIO;43.238.138/0001-36;3.076,379;3.211,306;3.512,749;3.229,153;3.424,984;3.311,235;3.495,576;3.667,686;3.423,422;3.447,779;3.216,169;2.278,832
1402;CLARIOS;CLARIOS ENERGY SOLUTIONS BRASIL LTDA;01.376.079/0001-12;6.997,690;7.147,999;8.122,584;7.744,944;7.711,487;7.751,373;8.005,557;7.879,263;7.638,548;7.804,331;7.413,442;6.938,999
1405;VILLARES SUMAR;VILLARES METALS SA;42.566.752/0004-07;18.041,039;19.045,943;17.917,314;20.021,376;20.418,125;19.967,287;20.367,524;21.370,919;19.313,996;20.722,738;19.577,809;18.137,114
1407;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;46.068.425/0001-33;5.355,137;5.137,933;6.505,726;5.567,103;4.937,899;4.500,640;4.718,999;4.698,742;4.586,078;5.284,392;4.974,416;4.886,699
1409;EATON;EATON LTDA;54.625.819/0001-73;5.926,006;5.604,969;6.532,895;6.123,139;6.119,659;5.914,532;6.066,835;6.206,749;5.805,149;6.259,480;6.085,767;6.003,580
1410;CARGILL MAIRIN;CARGILL AGRICOLA S A;60.498.706/0078-36;1.658,488;1.612,671;1.410,081;1.545,094;1.518,310;1.520,507;1.568,255;1.662,665;1.750,182;1.638,427;1.319,588;1.385,519
1413;SANTISTA WORK;SANTISTA TEXTIL LTDA.;61.520.607/0001-97;6.794,593;9.606,508;11.211,527;10.216,343;10.541,918;10.444,482;10.973,261;11.017,334;10.715,285;11.335,130;10.713,382;5.320,466
1415;ARLANXEO TSR CAXIAS;ARLANXEO BRASIL S.A.;29.667.227/0001-77;16.006,702;14.671,236;15.000,809;11.482,005;14.428,557;13.363,799;13.964,994;15.243,225;15.234,298;16.559,406;16.198,711;16.142,019
1417;WHEATON MATRIZ;WHEATON BRASIL VIDROS LTDA.;60.750.056/0001-95;6.989,485;6.422,748;7.768,167;7.435,025;7.712,687;7.833,671;8.571,458;8.834,913;8.478,019;9.002,143;8.545,404;7.399,695
1418;MAHLE SBC;MAHLE METAL LEVE S.A.;60.476.884/0017-44;2.880,946;2.902,589;3.221,789;2.652,495;2.863,943;2.871,646;2.833,632;2.655,247;2.675,287;2.721,448;2.633,173;1.450,241
1423;KODAK;KODAK BRASILEIRA COMERCIO DE PRODUTOS PARA IMAGEM E SERVICOS LTDA;61.186.938/0001-32;396,263;391,420;437,304;370,634;350,781;340,724;365,991;343,839;295,390;344,574;345,242;361,225
1426;FERBASA;CIA DE FERRO LIGAS DA BAHIA FERBASA;15.141.799/0001-03;160.092,624;148.663,812;161.719,367;156.092,211;152.971,783;154.611,953;160.693,875;149.847,144;149.147,403;160.562,907;152.899,431;157.380,487
1434;FAGOR;FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA.;61.082.723/0001-71;3.810,495;3.906,708;4.605,711;3.576,138;4.101,345;3.919,232;4.274,316;4.892,594;4.231,500;4.431,221;4.178,278;3.310,481
1435;TRONOX BAHIA;TRONOX PIGMENTOS DO BRASIL S.A;15.115.504/0001-24;4.169,660;4.448,436;5.058,449;4.208,344;5.061,454;4.874,920;4.845,282;5.106,593;4.605,571;5.056,205;4.567,994;4.103,213
1439;COCAMAR;COCAMAR COOPERATIVA AGROINDUSTRIAL;79.114.450/0001-65;4.039,725;5.024,991;4.533,268;4.372,230;4.584,416;4.454,489;4.576,247;4.578,488;4.087,075;4.498,264;4.421,064;4.583,886
1442;CBD;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47.508.411/0001-56;35.074,965;30.965,331;34.678,440;30.739,815;28.150,054;25.205,448;26.948,268;26.328,656;26.009,757;30.375,972;29.198,241;33.016,338
1446;ARMCO;ARMCO DO BRASIL S/A;71.586.952/0001-87;1.603,606;1.472,616;1.812,551;1.697,782;1.822,512;1.665,172;1.699,801;1.902,178;1.908,596;1.901,362;1.695,470;1.500,167
1448;HEINEKEN ITU;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50.221.019/0001-36;4.959,850;5.069,919;5.425,225;4.907,152;5.118,484;5.186,461;4.784,741;4.791,759;4.929,314;4.728,893;4.911,103;5.842,552
1458;NORFIL;NORFIL S/A INDUSTRIA TEXTIL;02.341.494/0001-01;10.421,203;10.344,900;11.386,885;10.596,100;10.574,995;10.495,317;10.398,371;10.441,453;10.229,752;10.823,791;10.451,345;10.124,869
1459;VICUNHA IV;VICUNHA TEXTIL S/A.;07.332.190/0001-93;8.270,861;8.282,379;8.852,559;8.650,445;9.065,702;8.251,580;8.687,020;8.981,774;8.891,115;8.310,197;8.581,393;4.263,745
1460;DURAMETAL;DURAMETAL LTDA;07.041.007/0001-09;4.705,141;6.745,754;7.576,319;7.028,797;7.229,646;7.227,111;7.470,218;7.535,961;7.483,016;7.373,671;7.076,643;5.493,345
1472;KOMATSU;KOMATSU DO BRASIL LTDA;44.410.199/0001-00;2.648,661;2.987,990;3.345,809;3.140,452;3.368,789;3.178,115;3.314,124;3.164,683;3.036,760;3.139,462;2.986,509;2.076,205
1473;BASF;BASF SA;48.539.407/0001-18;11.408,216;10.371,147;11.307,687;10.694,849;10.726,779;9.174,908;10.179,925;10.702,059;9.931,457;11.096,767;10.133,049;9.372,363
1476;OMI-ZILLO;OMI DO BRASIL TEXTIL S.A.;51.422.970/0001-16;13,966;15,118;17,853;13,456;14,035;13,727;13,616;0,000;0,000;0,000;0,000;0,000
1477;ASSAI ATACADISTA;SENDAS DISTRIBUIDORA S/A;06.057.223/0001-71;30.149,316;27.954,269;32.041,661;28.837,875;26.219,352;24.677,245;26.750,069;26.816,272;27.231,576;32.793,686;32.296,229;36.715,747
1481;DELPHI;APTIV MANUFATURA E SERVICOS DE DISTRIBUICAO LTDA.;00.857.758/0001-40;155,225;177,559;205,209;186,196;200,884;201,888;203,013;208,791;194,968;208,311;191,000;187,950
1485;ELIANE;ELIANE REVESTIMENTOS CERAMICOS LTDA;86.532.538/0001-62;5.388,106;4.921,216;5.376,057;5.203,011;5.430,385;5.280,728;5.286,703;5.067,102;4.606,905;4.513,859;4.021,300;3.981,373
1492;MEXICHEM SP;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;58.514.928/0033-51;2.959,295;2.844,347;3.306,859;3.130,452;3.195,348;3.291,228;3.138,927;3.270,727;3.202,164;3.342,815;3.285,470;1.841,509
1495;TRAMONTINA MULTI CL;TRAMONTINA MULTI S/A;88.037.668/0001-54;1.961,259;2.118,489;2.641,667;2.591,255;2.767,161;2.574,287;2.519,200;2.764,453;2.700,411;2.751,527;2.572,828;2.164,838
1504;ZF SBC;ZF DO BRASIL LTDA.;59.280.685/0001-10;5.036,170;4.998,315;5.653,625;5.117,690;5.077,626;1.507,274;1.627,733;1.713,736;1.596,321;1.479,629;1.493,747;1.117,100
1509;TKMCL;THYSSENKRUPP METALURGICA CAMPO LIMPO LTDA;50.942.135/0001-44;11.748,317;13.058,668;12.810,841;11.410,916;13.077,347;12.437,587;12.755,168;13.235,412;11.033,144;11.975,745;12.783,289;12.017,989
1511;PHIBRO;PHIBRO SAUDE ANIMAL INTERNACIONAL LTDA.;04.076.904/0001-51;6.969,739;5.991,223;6.772,261;6.338,128;6.665,142;6.500,881;6.860,311;6.912,500;6.393,269;6.927,089;6.766,698;6.923,239
1512;VERACEL;VERACEL CELULOSE S.A.;40.551.996/0001-48;2.064,761;1.733,561;63,941;4.429,742;1.127,975;0,000;0,000;111,887;1,197;492,163;816,410;389,010
1513;MINAS TENIS;MINAS TENIS CLUBE;17.217.951/0001-10;297,629;266,308;308,624;322,618;318,934;283,951;298,561;284,193;289,571;312,429;284,213;296,784
1517;CECIL;CECIL S/A - LAMINACAO DE METAIS;61.554.028/0001-65;3.513,872;3.294,253;3.584,886;3.452,012;4.017,472;3.734,170;3.605,777;3.403,302;3.788,013;3.769,684;3.704,649;3.580,227
1519;SAO MARCO;SAO MARCO INDUSTRIA E COMERCIO LTDA;54.022.744/0001-36;2.409,060;2.530,388;2.698,119;2.309,488;2.450,360;2.861,671;2.727,937;2.365,386;2.297,580;2.699,363;2.345,042;1.587,326
1520;NEOVIA MG;NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.;18.631.739/0001-67;2.097,404;2.198,131;2.409,329;2.213,205;1.924,884;1.897,985;2.134,747;2.146,400;1.990,936;1.887,021;1.884,428;1.890,210
1526;IMERYS R CAPIM;IMERYS RIO CAPIM CAULIM S.A.;16.532.798/0001-52;10.007,316;9.055,544;10.797,346;10.577,657;11.285,601;10.529,785;11.632,132;11.040,567;10.453,971;9.766,240;2.399,481;8.372,712
1531;SANTANA;SANTANA TEXTIL S.A - EM RECUPERACAO JUDICIAL;72.418.478/0001-47;5.680,182;5.107,877;4.922,912;6.220,607;6.411,234;6.173,563;6.506,828;6.497,947;6.329,210;6.536,923;6.328,257;3.391,528
1536;MONSANTO;MONSANTO DO BRASIL LTDA;64.858.525/0002-26;5.723,746;5.458,134;4.891,414;5.139,953;5.241,509;5.165,469;4.334,953;4.567,068;4.743,461;5.243,119;5.226,139;5.283,159
1538;TEREFTALICOS;TEREFTALICOS INDUSTRIAS QUIMICAS LTDA;57.617.565/0001-30;61,472;57,686;64,571;59,823;55,296;49,897;53,789;52,599;53,663;56,403;55,742;74,875
1555;ARVINMERITOR;MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA.;56.669.187/0009-22;3.119,872;3.145,025;3.616,771;3.373,476;3.498,856;3.295,078;3.425,891;3.520,974;3.359,998;3.506,026;3.398,084;3.428,532
1560;FA FILIAL MEC;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.;16.701.716/0033-33;5.911,867;6.510,033;7.161,678;6.403,100;6.776,091;5.003,875;6.581,538;7.035,840;6.844,828;7.015,903;6.054,213;5.784,650
1561;SADA SIDER;SADA SIDERURGIA LTDA;06.069.703/0001-52;5.092,921;4.780,438;5.751,869;5.161,090;5.335,767;4.853,110;5.347,144;5.098,333;4.987,223;5.140,558;5.336,942;4.128,530
1564;AMSTED MATRIZ;AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A;01.599.436/0001-01;14.106,445;14.348,867;15.912,768;14.403,558;15.288,661;15.607,766;15.564,567;15.996,807;15.452,700;15.951,469;15.232,007;10.842,937
1571;CEB DISTRIBUIC;NEOENERGIA DISTRIBUICAO BRASILIA S.A.;07.522.669/0001-92;555.902,115;493.231,014;573.517,894;558.065,428;547.219,960;515.524,140;516.750,440;545.354,697;551.088,083;581.655,773;515.592,380;529.234,083
1580;LEF PISOS;LEF PISOS E REVESTIMENTOS S.A.;74.423.880/0001-45;6.238,949;5.705,496;6.222,879;6.208,090;6.617,539;5.606,227;5.453,744;5.293,424;5.405,628;5.424,831;5.064,125;620,744
1581;TABOCA;MINERACAO TABOCA S A;34.019.992/0001-10;3.267,144;2.803,271;3.512,932;2.892,789;3.682,137;3.576,326;3.180,335;3.674,087;3.562,505;4.152,575;4.054,438;4.128,489
1582;MAXIFORJA;MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA;88.303.375/0001-71;2.589,870;3.202,335;3.675,733;3.450,114;3.810,062;3.465,941;3.760,920;3.791,751;3.644,992;3.757,954;3.683,490;3.468,016
1586;CINPAL;CINPAL COMPANHIA INDUSTRIAL DE PECAS PARA AUTOMOVEIS;49.656.192/0001-88;4.411,886;4.232,682;4.754,732;4.392,248;4.635,311;4.385,478;4.384,337;4.413,472;3.996,278;4.062,885;4.075,679;3.387,053
1587;INTERSHOPGUA;CONDOMINIO CIVIL DO INTERNACIONAL GUARULHOS SHOPPING CENTER;01.677.206/0001-13;2.391,317;2.159,640;2.465,811;2.214,501;2.052,902;1.895,666;2.028,525;1.846,256;1.782,820;2.099,263;1.988,089;2.286,219
1594;MWL BRASIL;MWL BRASIL RODAS & EIXOS LTDA FALIDO;03.234.027/0001-37;1.093,167;1.168,094;1.702,149;934,613;558,209;11,379;0,000;0,000;0,000;0,000;0,000;0,000
1602;ROBERT BOSCH;ROBERT BOSCH DIRECAO AUTOMOTIVA LTDA;01.930.685/0001-38;944,922;988,795;1.073,561;908,760;1.081,325;1.074,679;1.128,735;1.161,358;1.116,453;1.150,097;1.027,249;945,238
1603;LABORTEX;LABORTEX ADMINISTRACAO E PARTICIPACOES LTDA;57.494.239/0001-82;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000
1604;INYLBRA;INYLBRA INDUSTRIA E COMERCIO LTDA;59.135.509/0001-94;204,685;216,070;216,697;242,840;207,469;252,387;211,393;292,909;265,554;224,044;238,347;191,966
1609;UNIFORJA;COOP. CENTRAL DE PROD. INDL. DE TRAB. EM METALURGIA - UNIFORJA;04.136.535/0001-45;2.436,418;2.006,265;2.219,591;2.119,454;2.565,612;2.335,214;2.517,928;2.658,722;2.310,760;2.280,784;1.942,453;1.846,654
1610;CENTER NORTE;CENTER NORTE S/A CONSTRUCAO EMPREEND ADM E PARTICIPACAO;45.246.402/0001-09;3.527,506;3.351,208;3.817,828;3.365,684;2.864,514;2.599,525;2.940,421;2.636,583;2.536,176;3.232,636;3.029,318;3.519,052
1622;SIEMENS LTDA;SIEMENS ENERGY BRASIL LTDA.;44.013.159/0001-16;1.704,389;1.555,177;1.741,965;1.544,362;1.553,378;1.444,821;1.529,415;1.558,133;1.521,805;1.586,585;1.395,340;1.489,683
1624;TDK ELECTRONICS;TDK ELECTRONICS DO BRASIL LTDA.;90.285.958/0001-69;4.097,214;4.018,107;4.344,208;3.671,744;3.877,314;3.532,525;3.709,845;3.558,937;3.617,744;3.832,620;3.540,685;3.780,269
1633;JDB HZ;JOHN DEERE BRASIL LTDA;89.674.782/0001-58;2.565,816;2.578,216;2.950,089;1.904,411;2.708,019;2.608,335;2.568,327;2.688,459;2.413,165;2.315,717;2.225,591;2.150,608
1634;YARA BRASIL;YARA BRASIL FERTILIZANTES S/A;92.660.604/0001-82;5.926,616;5.110,275;6.470,491;7.578,471;7.715,937;7.516,564;7.086,087;7.349,470;7.358,133;7.706,661;7.433,131;6.654,577
1637;TERMOMECANICA;TERMOMECANICA SAO PAULO S A;59.106.666/0001-71;10.713,181;11.288,291;12.120,188;11.574,890;11.990,850;11.758,279;12.167,618;11.923,001;11.157,748;10.558,441;11.041,355;9.974,567
1641;COTECE;COTECE S.A.;06.054.647/0001-82;153,993;150,773;162,747;140,177;165,401;159,566;156,317;168,671;180,161;169,073;178,704;92,980
1645;AUTOMETAL;AUTOMETAL LTDA;59.104.513/0001-95;324,947;352,872;367,790;361,622;392,039;219,568;267,985;390,197;330,377;284,405;256,748;121,098
1646;EKA CHEMICALS;NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA LTDA;43.818.418/0001-13;36.383,561;34.266,783;36.778,847;36.119,781;36.604,892;35.795,775;35.525,124;36.127,026;35.128,550;34.878,466;34.572,176;37.603,219
1649;TIMACAGRO RG;TIMAC AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;02.329.713/0002-00;1.545,094;1.341,676;1.619,752;2.123,424;2.287,462;2.338,674;2.585,709;2.463,765;2.139,522;1.800,959;1.738,644;881,682
1653;TBM UNIDADE 1;TBM - TEXTIL BEZERRA DE MENEZES S/A;07.671.092/0001-80;8.582,125;8.392,077;9.360,678;8.753,413;9.018,832;9.041,818;9.240,372;9.266,461;8.974,716;9.425,198;9.299,670;8.656,669
1655;EVONIK DBR;EVONIK BRASIL LTDA;62.695.036/0048-58;4.013,508;3.974,904;3.374,180;4.461,581;4.365,383;3.175,778;3.224,900;3.194,765;3.178,163;3.261,221;2.550,806;4.116,641
1665;PRAIAMAR;PRAIAMAR ADMINISTRACAO DE IMOVEIS LTDA;46.206.421/0001-74;1.027,205;892,191;993,496;884,924;844,220;776,995;842,765;818,140;791,851;893,828;875,186;992,390
1671;IBAR LTDA;INDUSTRIAS BRASILEIRAS DE ARTIGOS REFRATARIOS - IBAR - LTDA;61.442.737/0002-30;3.381,880;3.329,358;3.820,544;4.282,581;4.578,450;4.205,175;3.901,588;4.379,592;3.866,709;4.321,321;4.106,659;3.818,355
