Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
1417;WHEATON MATRIZ;WHEATON BRASIL VIDROS LTDA.;60.750.056/0001-95;7.276,108;7.561,302;8.887,762;8.733,312;8.984,343;8.755,851
1418;MAHLE SBC;MAHLE METAL LEVE S.A.;60.476.884/0017-44;2.403,497;2.666,451;2.929,797;2.341,836;2.660,437;2.488,334
1423;KODAK;KODAK BRASILEIRA COMERCIO DE PRODUTOS PARA IMAGEM E SERVICOS LTDA;61.186.938/0001-32;392,473;365,842;419,660;338,162;345,133;330,096
1426;FERBASA;CIA DE FERRO LIGAS DA BAHIA FERBASA;15.141.799/0001-03;152.559,625;137.854,299;138.810,151;148.737,272;156.853,000;149.064,014
1434;FAGOR;FAGOR EDERLAN BRASILEIRA AUTO-PECAS LTDA.;61.082.723/0001-71;4.093,746;4.212,048;4.607,961;4.268,478;4.573,360;4.394,800
1435;TRONOX BAHIA;TRONOX PIGMENTOS DO BRASIL S.A;15.115.504/0001-24;4.527,199;4.255,400;4.132,678;4.479,486;4.610,766;4.272,206
1439;COCAMAR;COCAMAR COOPERATIVA AGROINDUSTRIAL;79.114.450/0001-65;4.211,451;4.287,120;5.374,346;4.431,286;5.492,809;5.763,975
1442;CBD;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47.508.411/0001-56;29.555,800;27.662,708;30.407,049;26.785,578;25.863,248;23.415,345
1446;ARMCO;ARMCO DO BRASIL S/A;71.586.952/0001-87;1.883,913;1.513,944;1.663,607;1.726,811;1.722,950;1.654,511
1448;HEINEKEN ITU;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50.221.019/0001-36;5.525,451;5.266,963;5.483,866;4.689,974;4.934,575;4.474,138
1458;NORFIL;NORFIL S/A INDUSTRIA TEXTIL;02.341.494/0001-01;10.209,482;9.853,277;10.655,385;10.130,875;10.327,879;10.146,746
1459;VICUNHA IV;VICUNHA TEXTIL S/A.;07.332.190/0001-93;8.500,878;7.082,833;8.731,431;8.222,741;8.251,087;5.422,416
1460;DURAMETAL;DURAMETAL LTDA;07.041.007/0001-09;6.196,559;6.489,578;7.511,524;7.125,077;7.075,664;6.272,754
1472;KOMATSU;KOMATSU DO BRASIL LTDA;44.410.199/0001-00;2.197,937;2.816,975;2.741,312;2.100,444;2.703,136;2.995,581
1473;BASF;BASF SA;48.539.407/0001-18;9.942,267;10.039,987;10.506,784;9.668,146;9.154,544;10.165,517
1477;ASSAI ATACADISTA;SENDAS DISTRIBUIDORA S/A;06.057.223/0001-71;9.643,285;9.060,619;45.011,451;40.451,636;42.261,637;39.358,682
1481;DELPHI;APTIV MANUFATURA E SERVICOS DE DISTRIBUICAO LTDA.;00.857.758/0001-40;182,004;168,122;207,639;197,542;213,076;260,291
1485;ELIANE;ELIANE REVESTIMENTOS CERAMICOS LTDA;86.532.538/0001-62;3.241,961;3.408,830;4.877,624;4.770,895;4.928,114;4.757,769
1492;MEXICHEM SP;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;58.514.928/0033-51;2.819,502;3.245,012;3.732,088;3.725,692;3.953,948;4.041,498
1495;TRAMONTINA MULTI CL;TRAMONTINA MULTI S/A;88.037.668/0001-54;1.731,294;1.987,614;2.597,295;2.432,851;2.614,437;2.502,759
1504;ZF SBC;ZF DO BRASIL LTDA.;59.280.685/0001-10;1.577,780;1.541,150;0,000;0,000;0,000;0,000
1509;TKMCL;THYSSENKRUPP METALURGICA CAMPO LIMPO LTDA;50.942.135/0001-44;11.078,897;10.851,509;14.018,518;11.722,889;12.337,052;10.445,613
1511;PHIBRO;PHIBRO SAUDE ANIMAL INTERNACIONAL LTDA.;04.076.904/0001-51;6.921,995;6.161,816;6.888,659;6.643,670;7.006,793;6.627,635
1512;VERACEL;VERACEL CELULOSE S.A.;40.551.996/0001-48;57,802;0,000;0,000;0,000;0,000;0,000
1513;MINAS TENIS;MINAS TENIS CLUBE;17.217.951/0001-10;289,730;281,275;328,060;307,845;334,232;323,238
1517;CECIL;CECIL S/A - LAMINACAO DE METAIS;61.554.028/0001-65;3.346,839;3.188,891;3.392,219;3.016,405;3.247,440;3.170,421
1519;SAO MARCO;SAO MARCO INDUSTRIA E COMERCIO LTDA;54.022.744/0001-36;2.539,500;2.213,974;2.524,182;2.696,593;2.533,903;2.715,592
1520;NEOVIA MG;NEOVIA NUTRICAO E SAUDE ANIMAL LTDA.;18.631.739/0001-67;2.023,152;1.705,088;2.149,201;1.771,781;2.029,522;1.824,738
1526;IMERYS R CAPIM;IMERYS RIO CAPIM CAULIM S.A.;16.532.798/0001-52;7.716,861;8.397,954;8.179,331;6.426,290;5.925,734;2.721,709
1531;SANTANA;SANTANA TEXTIL S.A - EM RECUPERACAO JUDICIAL;72.418.478/0001-47;6.047,502;6.157,671;6.822,994;6.517,266;6.782,928;6.484,499
1536;MONSANTO;MONSANTO DO BRASIL LTDA;64.858.525/0002-26;5.310,384;3.855,778;2.870,207;5.278,966;4.795,115;4.693,997
1538;TEREFTALICOS;TEREFTALICOS INDUSTRIAS QUIMICAS LTDA;57.617.565/0001-30;55,173;50,435;56,739;50,997;48,431;44,492
1555;ARVINMERITOR;MERITOR DO BRASIL SISTEMAS AUTOMOTIVOS LTDA.;56.669.187/0009-22;2.242,920;2.902,975;3.490,844;2.942,336;3.301,840;3.028,245
1560;FA FILIAL MEC;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.;16.701.716/0033-33;6.306,527;6.087,881;6.991,373;5.983,588;6.292,305;6.103,655
1561;SADA SIDER;SADA SIDERURGIA LTDA;06.069.703/0001-52;4.657,611;4.350,603;5.418,593;4.826,717;5.620,071;5.380,613
1564;AMSTED MATRIZ;AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A;01.599.436/0001-01;13.285,264;13.541,969;14.985,659;13.135,456;11.611,328;11.756,039
1571;CEB DISTRIBUIC;NEOENERGIA DISTRIBUICAO BRASILIA S.A.;07.522.669/0001-92;526.783,775;506.938,546;554.112,165;520.233,728;529.832,633;501.844,849
1580;LEF PISOS;LEF PISOS E REVESTIMENTOS S.A.;74.423.880/0001-45;4.768,929;4.973,907;5.712,272;5.376,191;5.502,282;5.246,045
1581;TABOCA;MINERACAO TABOCA S A;34.019.992/0001-10;3.541,968;3.595,509;3.806,269;3.926,194;3.536,576;2.910,151
1582;MAXIFORJA;MAXIFORJA COMPONENTES AUTOMOTIVOS LTDA;88.303.375/0001-71;2.709,772;3.340,579;4.031,251;3.170,418;3.392,444;2.912,600
1586;CINPAL;CINPAL COMPANHIA INDUSTRIAL DE PECAS PARA AUTOMOVEIS;49.656.192/0001-88;3.640,885;3.738,922;4.192,261;3.782,333;3.954,854;3.665,848
1587;INTERSHOPGUA;CONDOMINIO CIVIL DO INTERNACIONAL GUARULHOS SHOPPING CENTER;01.677.206/0001-13;2.264,524;2.099,540;2.303,363;2.021,493;1.955,023;1.759,566
1602;ROBERT BOSCH;ROBERT BOSCH DIRECAO AUTOMOTIVA LTDA;01.930.685/0001-38;990,731;912,759;1.061,792;904,772;880,345;849,673
1609;UNIFORJA;COOP. CENTRAL DE PROD. INDL. DE TRAB. EM METALURGIA - UNIFORJA;04.136.535/0001-45;1.763,631;1.885,812;2.039,283;1.800,750;1.949,811;1.829,602
1610;CENTER NORTE;CENTER NORTE S/A CONSTRUCAO EMPREEND ADM E PARTICIPACAO;45.246.402/0001-09;3.450,961;3.328,643;3.764,740;3.087,531;2.954,123;2.614,513
1622;SIEMENS LTDA;SIEMENS ENERGY BRASIL LTDA.;44.013.159/0001-16;1.750,617;1.649,666;1.835,622;1.608,713;1.750,230;1.519,753
1624;TDK ELECTRONICS;TDK ELECTRONICS DO BRASIL LTDA.;90.285.958/0001-69;4.059,143;3.423,505;4.034,335;3.450,092;3.657,341;3.463,797
1633;JDB HZ;JOHN DEERE BRASIL LTDA;89.674.782/0001-58;2.861,254;2.409,358;2.787,428;1.156,346;2.340,011;2.275,262
1634;YARA BRASIL;YARA BRASIL FERTILIZANTES S/A;92.660.604/0001-82;6.986,270;4.456,732;6.537,382;7.501,851;7.772,657;7.779,153
1637;TERMOMECANICA;TERMOMECANICA SAO PAULO S A;59.106.666/0001-71;11.615,098;10.786,006;12.185,636;11.221,743;11.955,901;11.697,301
1641;COTECE;COTECE S.A.;06.054.647/0001-82;129,136;0,000;0,000;0,000;0,000;0,000
1646;EKA CHEMICALS;NOURYON PULP AND PERFORMANCE INDUSTRIA QUIMICA LTDA;43.818.418/0001-13;36.397,963;33.756,025;36.132,139;35.758,206;37.253,172;30.492,483
1649;TIMACAGRO RG;TIMAC AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA;02.329.713/0002-00;1.449,244;1.273,170;1.092,686;1.431,087;990,833;1.471,322
1653;TBM UNIDADE 1;TBM - TEXTIL BEZERRA DE MENEZES S/A;07.671.092/0001-80;9.106,761;8.537,847;9.302,326;8.727,129;8.916,125;8.956,225
1655;EVONIK DBR;EVONIK BRASIL LTDA;62.695.036/0048-58;4.166,993;3.667,336;3.618,655;4.106,103;4.410,023;3.710,216
1665;PRAIAMAR;PRAIAMAR ADMINISTRACAO DE IMOVEIS LTDA;46.206.421/0001-74;1.032,883;936,583;1.025,203;906,021;907,545;845,511
1671;IBAR LTDA;INDUSTRIAS BRASILEIRAS DE ARTIGOS REFRATARIOS - IBAR - LTDA;61.442.737/0002-30;4.021,991;3.289,850;4.115,169;3.862,329;4.276,768;4.102,952
1673;CABOT;CABOT BRASIL INDUSTRIA E COMERCIO LTDA;61.741.690/0001-24;1.038,029;2.092,240;749,421;878,477;1.639,737;829,858
1678;COTEMINAS SA;COTEMINAS S.A.;07.663.140/0001-99;3.488,318;2.979,512;3.135,862;2.866,919;2.747,591;2.516,737
1686;AIR PROD S;AIR PRODUCTS BRASIL LTDA.;43.843.358/0001-99;9.198,299;9.703,634;10.485,740;10.756,329;10.305,030;9.386,084
1696;DURA TAQ S;DEXCO S.A;97.837.181/0001-47;5.639,724;6.580,722;7.250,969;6.429,223;5.640,283;5.960,664
1697;HEINEKEN ITU S;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50.221.019/0001-36;1.960,188;1.821,375;1.977,283;1.663,794;1.755,623;1.571,631
1698;SUZANO LIMEIRA;SUZANO S.A.;16.404.287/0001-55;30.521,675;28.251,185;32.518,423;30.608,668;30.664,672;27.784,780
1699;TRANSPETRO S;PETROBRAS TRANSPORTE S.A - TRANSPETRO;02.709.449/0001-59;7.287,356;6.035,883;7.162,480;7.122,168;7.270,937;7.291,599
1702;WHITE MART S;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;20.114,791;18.762,433;20.942,271;20.198,951;10.330,538;9.975,706
1704;KLABIN GOIANA;KLABIN S.A.;89.637.490/0001-45;8.716,093;7.441,864;7.855,065;7.873,598;9.043,673;8.679,712
1706;SANTHER S;SANTHER FABRICA DE PAPEL SANTA THEREZINHA S/A;61.101.895/0001-45;2.029,843;2.198,259;2.513,890;2.367,369;1.916,556;2.109,000
1710;KLABIN OTACILIO COSTA;KLABIN S.A.;89.637.490/0001-45;7.267,596;5.680,250;6.631,523;6.542,423;9.897,648;10.726,812
1717;VITOPEL;VITOPEL DO BRASIL LTDA;03.206.039/0001-58;10.345,193;9.615,474;9.583,170;9.927,704;8.375,521;9.821,561
1721;BO PAPER;B.O PAPER BRASIL INDUSTRIA DE PAPEIS LTDA;07.632.665/0001-67;29.152,711;27.574,571;12.749,231;30.789,399;33.599,422;32.478,835
1726;VALBORMIDA;VALBORMIDA BRASIL METALURGICA LTDA.;07.269.864/0001-52;673,538;589,413;576,772;443,718;543,855;489,534
1730;SELMI;PASTIFICIO SELMI SA;46.025.722/0001-00;2.603,738;2.612,180;2.657,964;2.548,038;2.674,708;2.847,962
1743;REGALI;FUNDICAO REGALI BRASIL LTDA.;07.702.969/0001-53;2.739,858;1.878,459;3.044,840;2.444,743;2.898,415;2.700,183
1744;PIRELLI CAMPINAS;PIRELLI PNEUS LTDA.;59.179.838/0001-37;10.917,461;10.332,777;11.283,409;9.747,832;10.418,078;10.470,195
1751;WHIRLPOOL MAT;WHIRLPOOL S.A;59.105.999/0001-86;9.458,774;8.860,313;9.706,318;8.419,319;8.576,567;8.160,770
1757;SAINT JULIE;SAINT JULIE EMPREENDIMENTOS E PARTICIPACOES LTDA;43.245.992/0001-20;901,636;803,866;1.090,126;880,169;1.068,405;1.097,368
1765;MALWEE;MALWEE MALHAS LTDA;84.429.737/0001-14;1.891,561;2.053,055;2.231,930;1.788,104;1.949,215;2.088,036
1766;VALEO MATRIZ;VALEO SISTEMAS AUTOMOTIVOS LTDA.;57.010.662/0001-60;1.630,268;1.546,496;1.761,035;1.478,607;1.594,349;1.464,826
1774;SCHWEITZER;SCHWEITZER-MAUDUIT DO BRASIL INDUSTRIA E COMERCIO DE PAPEL LTDA.;33.073.008/0001-37;4.951,354;4.533,022;5.087,203;4.973,062;4.814,365;4.544,344
1775;TRANSPETRO NE;PETROBRAS TRANSPORTE S.A - TRANSPETRO;02.709.449/0001-59;972,853;860,836;1.092,681;926,573;914,549;868,925
1776;BUAIZ S/A;BUAIZ S/A INDUSTRIA E COMERCIO;28.126.928/0001-36;137,442;118,637;153,798;139,799;134,650;135,248
1778;TELEMAR;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;519,367;474,921;512,541;462,264;446,677;410,479
1779;FITESA;FITESA NAOTECIDOS S/A;93.211.084/0001-93;4.883,164;4.394,198;4.876,763;4.409,765;4.316,025;4.430,968
1788;TEXTIL UNIAO;TEXTIL UNIAO S A;07.971.955/0001-35;2.877,073;2.760,168;3.063,620;2.872,076;2.980,801;2.912,697
1792;IGARATIBA;IGARATIBA INDUSTRIA E COMERCIO LTDA;47.855.507/0007-86;3.253,758;3.016,172;3.751,987;3.292,294;3.298,163;3.347,115
1796;NOVO SHOPPING;CONDOMINIO ORDINARIO DO NOVO SHOPPING CENTER RIBEIRAO PRETO;03.480.244/0001-07;1.135,696;1.121,859;1.220,481;1.010,191;892,830;756,907
1799;WETZEL;WETZEL S/A;84.683.671/0001-94;1.613,485;1.926,905;2.068,866;1.730,456;1.911,173;1.387,169
1808;FRAS LE;FRAS-LE SA;88.610.126/0001-29;4.755,111;4.259,612;4.923,363;4.186,395;4.562,907;4.633,490
1810;UNIVERSAL;UNIVERSAL INDUSTRIAS GERAIS LTDA;50.948.819/0001-53;804,254;887,127;1.764,753;1.635,371;1.493,533;1.810,863
1812;BRIDGESTONE SANTO ANDRE;BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA.;57.497.539/0001-15;13.909,189;15.987,452;17.373,533;15.128,540;8.728,070;14.967,663
1816;SOLAE;SOLAE DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;05.547.514/0001-85;3.682,748;3.481,823;1.599,652;4.665,341;5.134,812;4.788,704
1817;WHIRLPOOL M SE;WHIRLPOOL S.A;59.105.999/0001-86;3.319,360;2.995,424;3.538,911;2.880,434;3.306,255;2.724,671
1822;CINPAL SERRA;CINPAL COMPANHIA INDUSTRIAL DE PECAS PARA AUTOMOVEIS;49.656.192/0002-69;1.692,374;2.704,089;2.745,208;2.463,117;2.969,623;2.933,338
1825;CENIBRA;CELULOSE NIPO-BRASILEIRA S.A. - CENIBRA;42.278.796/0001-99;9.632,184;7.800,527;10.232,674;10.029,938;10.382,378;9.917,043
1833;TV GLOBO;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;646,725;571,871;642,087;580,587;574,571;553,469
1845;GEVISA;GEVISA S A;68.059.674/0001-03;965,290;872,890;1.156,178;954,512;1.012,714;982,038
1848;MARKET PLACE;CONDOMINIO DO CONJUNTO COMERCIAL MARKET PLACE;00.102.759/0001-85;1.723,405;1.591,691;1.794,097;1.556,052;1.556,892;1.443,381
1851;MARACA;MINERACAO MARACA INDUSTRIA E COMERCIO S/A;86.902.053/0001-13;32.777,603;30.270,009;33.210,969;21.485,707;32.621,088;31.836,102
1852;IMERYS_MATRIZ;IMERYS DO BRASIL COMERCIO DE EXTRACAO DE MINERIOS LTDA;61.327.904/0001-10;4.412,722;4.702,407;4.903,883;5.046,882;5.005,031;4.469,820
1856;ALPINA;FIACAO ALPINA LTDA;49.418.890/0001-45;2.080,903;2.030,746;2.297,736;2.015,926;2.162,356;2.118,160
1859;ALIBEM_MATRIZ;ALIBEM ALIMENTOS S.A.;03.941.052/0001-50;793,744;741,126;807,914;782,640;848,412;1.202,431
1860;CARRARO;MOVEIS CARRARO LTDA;87.548.814/0001-43;132,027;134,121;174,788;145,515;167,024;152,577
1864;BRASALPLA;BRASALPLA BRASIL - INDUSTRIA DE EMBALAGENS LTDA.;01.377.724/0001-11;5.298,040;4.676,069;5.064,913;4.977,762;5.057,444;4.643,479
1865;VALFILM;VALGROUP MG INDUSTRIA DE EMBALAGENS FLEXIVEIS LTDA;07.183.852/0001-00;6.342,816;6.055,018;6.619,052;6.396,653;6.439,376;6.414,254
1881;PERTECH;PERTECH DO BRASIL LTDA.;59.664.391/0001-91;853,004;863,327;995,959;814,712;882,310;763,701
1906;DIAMONDMALL;CONSORCIO MTS - IBR;42.929.588/0001-02;1.129,038;987,141;1.174,735;1.098,185;1.092,249;997,262
1908;TELEMAR NE;TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL;33.000.118/0001-79;1.777,370;1.591,644;1.731,562;1.648,869;1.708,753;1.595,718
1912;PLASTEK INDAIATUBA;PLASTEK DO BRASIL INDUSTRIA E COMERCIO LTDA;02.978.706/0001-58;2.905,590;2.684,706;2.936,154;2.867,454;2.994,304;2.757,336
1914;PRIMIENT CL;PRIMARY PRODUCTS INGREDIENTS BRASIL S A;42.361.873/0001-70;6.556,932;5.989,522;6.400,933;6.347,738;6.512,639;5.845,325
1920;FUNDIMISA RS;FUNDIMISA - FUNDICAO E USINAGEM LTDA.;07.032.076/0001-48;5.281,487;6.767,032;7.545,188;6.546,327;6.797,672;6.100,715
1922;KARINA;KARINA INDUSTRIA E COMERCIO DE PLASTICOS LTDA;51.254.159/0001-73;8.154,034;8.078,202;8.877,469;7.564,281;7.668,517;7.521,385
1926;LUPO;LUPO S.A.;43.948.405/0001-69;3.570,848;4.339,117;4.974,815;3.867,182;4.503,148;4.441,610
1928;SULBRAS;SULBRAS MOLDES E PLASTICOS LTDA;89.729.867/0001-96;333,515;218,280;395,749;304,669;330,216;284,589
1930;ASTRA SA;ASTRA S A INDUSTRIA E COMERCIO;50.949.528/0001-80;1.506,012;1.805,876;1.995,276;1.955,486;2.066,438;1.867,158
1936;CELESC DIST;CELESC DISTRIBUICAO S.A;08.336.783/0001-90;1.817.155,980;1.672.904,446;1.838.245,066;1.436.558,336;1.473.661,004;1.405.696,346
1943;MASTER;MASTER SISTEMAS AUTOMOTIVOS LTDA;90.852.914/0001-73;1.466,575;1.465,348;1.580,193;1.293,777;1.484,066;1.418,818
1944;BOMBRIL;BOMBRIL S/A;50.564.053/0001-03;3.073,029;2.504,655;2.778,931;2.581,187;2.659,056;2.460,151
1946;CENU;CONDOMINIO CENTRO EMPRESARIAL NACOES UNIDAS S/C;03.368.787/0001-37;2.241,435;2.119,329;2.405,472;2.126,291;2.181,067;2.017,949
1953;CARREFOUR;CARREFOUR COMERCIO E INDUSTRIA LTDA;45.543.915/0001-81;57,281;48,258;57,886;51,917;53,353;50,492
1957;CONTINENTAL BA;CONTINENTAL DO BRASIL PRODUTOS AUTOMOTIVOS LTDA;02.036.483/0006-14;10.617,383;9.563,361;11.559,726;11.283,573;11.935,909;8.786,628
1970;CEEE DISTRIB;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE-D;08.467.115/0001-00;877.082,951;734.317,243;817.555,632;585.633,090;577.553,539;570.768,291
1983;BOULEVARD RIO;CONDOMINIO BOULEVARD RIO SHOPPING;04.814.282/0001-11;975,066;903,138;998,627;862,764;819,404;745,063
1986;IGUATEMI FLOR;CONDOMINIO CIVIL DO SHOPPING CENTER IGUATEMI FLORIANOPOLIS;08.507.747/0001-42;1.184,034;1.041,261;1.092,828;871,813;832,849;736,185
1991;BIANCHINI SA;BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA;87.548.020/0001-80;5.497,219;6.533,258;7.968,142;8.300,361;8.905,854;8.370,389
1999;VICUNHA SERVICOS;VICUNHA SERVICOS LTDA.;03.719.063/0001-90;1.764,120;1.875,676;825,221;729,808;765,146;733,649
2006;C CL SABIC;SABIC INNOVATIVE PLASTICS SOUTH AMERICA - INDUSTRIA E COMERCIO DE PLASTICOS LTDA.;58.088.733/0002-90;738,042;1.219,091;1.312,794;1.058,504;1.126,258;943,386
2023;DO ATLANTICO;TERNIUM BRASIL LTDA.;07.005.330/0001-19;150.190,509;134.017,821;144.006,129;138.752,970;149.495,220;140.455,137
2024;MGA MTA MATRIZ;METALURGICA GOLDEN ART S LTDA;94.354.271/0001-99;29,882;28,629;34,787;29,117;37,057;40,175
2025;SAF;CONDOMINIO JARDIM ANALIA FRANCO;03.573.756/0001-18;1.851,385;1.705,430;1.874,846;1.669,858;1.630,500;1.507,348
2032;CJBRASIL;CJ DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.;07.450.031/0001-93;12.865,645;11.608,935;12.542,996;13.597,276;16.493,938;18.667,770
2034;ADVANCE;ADVANCE - INDUSTRIA TEXTIL LTDA;49.311.558/0001-87;1.156,576;1.324,515;1.430,283;648,781;1.308,279;1.198,041
2036;ENERGISA SS;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S.A.;07.282.377/0001-20;97.951,571;88.656,098;105.048,680;87.390,258;80.426,296;71.674,775
2042;ATENTO;ATENTO BRASIL S/A;02.879.250/0001-79;588,571;526,870;546,457;323,814;319,016;295,059
2046;CARGILL RVE;CARGILL AGRICOLA S A;60.498.706/0066-00;3.010,068;3.132,507;3.423,975;3.258,678;3.170,933;3.094,336
2060;CPR;VALGROUP RJ INDUSTRIA R-PET LTDA;04.285.109/0001-73;7.039,783;8.464,870;9.922,153;9.498,597;9.623,608;9.186,082
2064;CBD NE;COMPANHIA BRASILEIRA DE DISTRIBUICAO;47.508.411/0001-56;3.553,116;3.204,481;3.547,491;3.418,137;3.569,534;3.316,296
2072;KOSTAL;KOSTAL ELETROMECANICA LTDA;60.852.274/0001-30;576,046;488,054;635,193;511,358;559,389;535,902
2074;MCSA - MATRIZ;MINERACAO CARAIBA S/A;42.509.257/0001-13;17.154,859;16.356,386;19.034,581;18.265,812;19.208,153;18.061,125
2075;MUNDIAL;MUNDIAL S.A. - PRODUTOS DE CONSUMO;88.610.191/0039-27;847,203;941,620;1.289,222;1.056,854;1.169,631;1.123,506
2076;DANA GRAVATAI SUL;DANA INDUSTRIAS LTDA;00.253.137/0001-58;5.393,456;5.631,861;6.333,501;5.814,626;5.972,042;5.807,429
2078;MARCOPOLO;MARCOPOLO SA;88.611.835/0001-29;3.153,235;2.905,712;3.240,811;2.789,007;2.802,497;2.670,785
2088;METASA;METASA SA INDUSTRIA METALURGICA;88.416.482/0001-06;617,893;563,147;596,316;496,155;540,447;518,704
2098;SANTACONSM;SANTACONSTANCIA TECELAGEM LTDA EM RECUPERACAO JUDICIAL;61.105.474/0001-92;116,695;152,108;149,541;134,604;165,618;129,698
2100;CPIC;CPIC BRASIL FIBRAS DE VIDRO LTDA.;08.670.308/0001-56;6.135,165;5.509,250;6.068,713;5.860,914;6.053,115;5.722,785
2101;STEPAN;STEPAN QUIMICA LTDA.;01.898.598/0002-21;1.051,634;984,122;1.101,845;1.076,059;1.090,576;1.077,830
2111;CIBRASA;CIMENTOS DO BRASIL S/A CIBRASA - EM RECUPERACAO JUDICIAL;04.898.425/0002-00;3.323,159;2.058,088;2.698,418;3.072,907;3.378,255;3.362,786
2131;OLIVEIRA LOPES;OLIVEIRA & LOPES LTDA;54.514.294/0001-07;197,651;223,378;248,837;234,678;274,105;261,221
2132;TRAMONTINA FRP;TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA;87.834.883/0001-13;993,198;1.411,862;1.786,506;1.310,889;1.476,148;1.464,601
2138;INDORAMA;INDORAMA VENTURES POLIMEROS S.A.;07.079.511/0001-90;3.374,885;5.777,940;7.656,527;7.206,601;7.461,907;6.551,736
2141;PIFPAFMATRIZ;RIO BRANCO ALIMENTOS S/A;05.017.780/0001-04;316,159;294,197;318,908;296,141;312,694;288,117
2150;MM HORTOLANDIA;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;02.990.605/0009-50;2.569,900;2.487,470;2.753,608;2.315,520;2.602,911;2.436,401
2153;TECTEXTIL;TECTEXTIL EMBALAGENS INDUSTRIAIS LTDA;59.264.051/0001-73;1.347,417;1.652,427;1.913,714;1.752,988;1.964,189;1.826,786
2162;CARGILL ILHE;CARGILL AGRICOLA S A;60.498.706/0025-24;3.157,230;2.863,314;3.133,274;3.004,162;2.369,907;2.962,464
2201;CEBRACE S;CEBRACE CRISTAL PLANO LTDA;45.070.190/0001-51;2.134,917;1.930,042;2.171,707;1.824,211;352,880;276,793
2209;IP LUIZANTONIO;SYLVAMO DO BRASIL LTDA.;52.736.949/0019-87;22.591,699;20.507,935;22.558,078;20.998,110;21.596,121;20.663,422
2211;CMP;CMP COMPONENTES E MODULOS PLASTICOS INDUSTRIA E COMERCIO LTDA;07.374.996/0001-44;33,163;0,000;0,000;0,000;0,000;0,000
2218;BIRLA CARBON CL;BIRLA CARBON BRASIL LTDA.;02.634.915/0001-84;42,301;590,997;354,792;491,255;0,000;751,670
2219;PETROBRAS APE;PETROLEO BRASILEIRO S A PETROBRAS;33.000.167/0001-01;222.739,290;206.872,737;211.654,446;211.772,450;225.466,643;182.378,771
2235;C CE TILIBRA;ACCO BRANDS BRASIL LTDA.;44.990.901/0001-43;645,044;496,113;536,027;461,574;589,670;613,235
2315;WHITE MART EI;WHITE MARTINS GASES INDUSTRIAIS LTDA;35.820.448/0001-36;441,849;454,468;507,191;440,069;485,145;470,292
2343;GM INCENTIVADA SE;GENERAL MOTORS DO BRASIL LTDA;59.275.792/0001-50;162,080;152,897;172,038;193,281;218,877;195,582
2371;COOXUPE;COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA COOXUPE;20.770.566/0001-00;931,969;896,061;970,521;867,921;975,012;926,193
2377;ACUM MOURA;ACUMULADORES MOURA S A;09.811.654/0001-70;11.672,147;11.885,733;12.627,183;11.864,166;12.824,415;12.688,350
2420;ATACADAO;ATACADAO S.A.;75.315.333/0001-09;2.143,548;2.039,279;1.964,048;1.829,647;1.680,406;1.364,467
2428;SOPRANO;SOPRANO INDUSTRIA ELETROMETALURGICA LTDA;88.634.977/0001-01;533,446;636,313;733,559;579,531;655,274;673,323
2449;TUPY SA;TUPY S/A;84.683.374/0001-49;38.898,941;39.038,483;41.608,721;37.389,069;43.856,330;41.270,246
2502;MM CONTAGEM;MARELLI SISTEMAS AUTOMOTIVOS INDUSTRIA E COMERCIO BRASIL LTDA;02.990.605/0001-00;1.993,012;1.761,667;2.148,615;1.819,341;2.112,386;2.072,721
2532;BIANCOGRES;BIANCOGRES CERAMICA S/A;02.077.546/0001-76;9.535,313;7.955,565;9.982,708;9.816,894;10.911,559;11.460,612
2548;COPAPA;COPAPA CIA PADUANA DE PAPEIS;31.590.862/0001-45;4.384,082;4.079,973;4.530,596;4.430,049;4.644,889;4.509,774
